GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,popchg4201072017,natinc4201072017,births4201072017,deaths4201072017,netmig4201072017,intlmig4201072017,dommig4201072017,popchg20162017,natinc20162017,births20162017,deaths20162017,netmig20162017,intlmig20162017,dommig20162017
0100000US,,United States,310M300US37460,37460,"United States - Panama City, FL Metro Area","Panama City, FL Metro Area",15008,3243,17431,14188,11676,2292,9384,631,364,2468,2104,276,249,27
0100000US,,United States,310M300US37620,37620,"United States - Parkersburg-Vienna, WV Metro Area","Parkersburg-Vienna, WV Metro Area",-1776,-549,7500,8049,-1142,-123,-1019,-590,-118,991,1109,-469,-19,-450
0100000US,,United States,310M300US37860,37860,"United States - Pensacola-Ferry Pass-Brent, FL Metro Area","Pensacola-Ferry Pass-Brent, FL Metro Area",38792,8870,41729,32859,29770,6434,23336,6010,960,5899,4939,5045,470,4575
0100000US,,United States,310M300US37900,37900,"United States - Peoria, IL Metro Area","Peoria, IL Metro Area",-6759,7695,35268,27573,-14415,3106,-17521,-3173,895,4711,3816,-4079,468,-4547
0100000US,,United States,310M300US37980,37980,"United States - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",130427,130620,520600,389980,2901,149902,-147001,18968,14065,70230,56165,5120,23269,-18149
0100000US,,United States,310M300US38060,38060,"United States - Phoenix-Mesa-Scottsdale, AZ Metro Area","Phoenix-Mesa-Scottsdale, AZ Metro Area",544141,205702,428751,223049,336896,73046,263850,88772,25216,59592,34376,63359,12070,51289
0100000US,,United States,310M300US38220,38220,"United States - Pine Bluff, AR Metro Area","Pine Bluff, AR Metro Area",-9315,543,8244,7701,-10001,87,-10088,-1449,-1,1055,1056,-1455,20,-1475
0100000US,,United States,310M300US38300,38300,"United States - Pittsburgh, PA Metro Area","Pittsburgh, PA Metro Area",-22924,-24100,173472,197572,2903,27300,-24397,-8169,-3825,23614,27439,-4274,4359,-8633
0100000US,,United States,310M300US38340,38340,"United States - Pittsfield, MA Metro Area","Pittsfield, MA Metro Area",-4959,-2580,7882,10462,-2325,1699,-4024,-545,-375,1012,1387,-165,288,-453
0100000US,,United States,310M300US38540,38540,"United States - Pocatello, ID Metro Area","Pocatello, ID Metro Area",2430,4533,9391,4858,-2090,1236,-3326,890,548,1210,662,344,235,109
0100000US,,United States,310M300US38860,38860,"United States - Portland-South Portland, ME Metro Area","Portland-South Portland, ME Metro Area",17981,1585,36108,34523,16708,5790,10918,3822,-8,5000,5008,3836,954,2882
0100000US,,United States,310M300US38900,38900,"United States - Portland-Vancouver-Hillsboro, OR-WA Metro Area","Portland-Vancouver-Hillsboro, OR-WA Metro Area",227167,81282,201872,120590,145381,38542,106839,30066,10345,28220,17875,19719,6335,13384
0100000US,,United States,310M300US38940,38940,"United States - Port St. Lucie, FL Metro Area","Port St. Lucie, FL Metro Area",49322,-4183,30774,34957,53232,7899,45333,8866,-979,4387,5366,9822,1288,8534
0100000US,,United States,310M300US39140,39140,"United States - Prescott, AZ Metro Area","Prescott, AZ Metro Area",17153,-6642,13498,20140,23582,324,23258,3805,-1008,1887,2895,4792,57,4735
0100000US,,United States,310M300US39300,39300,"United States - Providence-Warwick, RI-MA Metro Area","Providence-Warwick, RI-MA Metro Area",19912,12606,120526,107920,7990,41325,-33335,5244,1511,16542,15031,3793,6381,-2588
0100000US,,United States,310M300US39340,39340,"United States - Provo-Orem, UT Metro Area","Provo-Orem, UT Metro Area",90790,72286,88776,16490,18739,4544,14195,16197,10272,12610,2338,5902,720,5182
0100000US,,United States,310M300US39380,39380,"United States - Pueblo, CO Metro Area","Pueblo, CO Metro Area",7412,1564,13621,12057,5924,337,5587,1641,144,1859,1715,1498,53,1445
0100000US,,United States,310M300US39460,39460,"United States - Punta Gorda, FL Metro Area","Punta Gorda, FL Metro Area",22065,-10190,7408,17598,31901,2424,29477,3876,-1618,1047,2665,5465,418,5047
0100000US,,United States,310M300US39540,39540,"United States - Racine, WI Metro Area","Racine, WI Metro Area",643,4921,17442,12521,-4243,737,-4980,1061,701,2387,1686,372,112,260
0100000US,,United States,310M300US39580,39580,"United States - Raleigh, NC Metro Area","Raleigh, NC Metro Area",204590,63578,113109,49531,139611,28632,110979,30183,8370,16122,7752,21750,4407,17343
0100000US,,United States,310M300US39660,39660,"United States - Rapid City, SD Metro Area","Rapid City, SD Metro Area",12234,5903,13872,7969,6298,749,5549,1971,663,1838,1175,1302,38,1264
0100000US,,United States,310M300US39740,39740,"United States - Reading, PA Metro Area","Reading, PA Metro Area",6316,7710,35030,27320,-1269,10471,-11740,2122,922,4696,3774,1216,1738,-522
0100000US,,United States,310M300US39820,39820,"United States - Redding, CA Metro Area","Redding, CA Metro Area",2698,-64,15109,15173,2945,1608,1337,1147,-102,2042,2144,1259,270,989
0100000US,,United States,310M300US39900,39900,"United States - Reno, NV Metro Area","Reno, NV Metro Area",39156,13024,39505,26481,26147,3662,22485,8175,1718,5617,3899,6423,576,5847
0100000US,,United States,310M300US40060,40060,"United States - Richmond, VA Metro Area","Richmond, VA Metro Area",86117,34058,108313,74255,52143,24804,27339,11999,4424,15164,10740,7616,3540,4076
0100000US,,United States,310M300US40140,40140,"United States - Riverside-San Bernardino-Ontario, CA Metro Area","Riverside-San Bernardino-Ontario, CA Metro Area",355705,234825,442295,207470,122184,43685,78499,57017,29083,60916,31833,28037,6787,21250
0100000US,,United States,310M300US40220,40220,"United States - Roanoke, VA Metro Area","Roanoke, VA Metro Area",5458,-113,24460,24573,5737,5239,498,1026,-2,3470,3472,1050,753,297
0100000US,,United States,310M300US40340,40340,"United States - Rochester, MN Metro Area","Rochester, MN Metro Area",11403,10001,21063,11062,1479,4577,-3098,2184,1348,2897,1549,846,735,111
0100000US,,United States,310M300US40380,40380,"United States - Rochester, NY Metro Area","Rochester, NY Metro Area",-1743,14379,84317,69938,-15934,22718,-38652,-404,1544,11310,9766,-1946,3459,-5405
0100000US,,United States,310M300US40420,40420,"United States - Rockford, IL Metro Area","Rockford, IL Metro Area",-11140,7451,30366,22915,-18789,2698,-21487,-1359,1018,4093,3075,-2382,440,-2822
0100000US,,United States,310M300US40580,40580,"United States - Rocky Mount, NC Metro Area","Rocky Mount, NC Metro Area",-5636,670,12392,11722,-6338,440,-6778,-563,-63,1621,1684,-500,89,-589
0100000US,,United States,310M300US40660,40660,"United States - Rome, GA Metro Area","Rome, GA Metro Area",1297,1221,8725,7504,123,914,-791,993,138,1217,1079,855,153,702
0100000US,,United States,310M300US40900,40900,"United States - Sacramento--Roseville--Arden-Arcade, CA Metro Area","Sacramento--Roseville--Arden-Arcade, CA Metro Area",175740,78037,198466,120429,98822,49560,49262,29651,9067,27148,18081,20610,7722,12888
0100000US,,United States,310M300US40980,40980,"United States - Saginaw, MI Metro Area","Saginaw, MI Metro Area",-8235,1468,16380,14912,-9783,1268,-11051,-351,75,2174,2099,-422,196,-618
0100000US,,United States,310M300US41060,41060,"United States - St. Cloud, MN Metro Area","St. Cloud, MN Metro Area",8666,8883,18313,9430,-167,3364,-3531,1720,1266,2552,1286,460,604,-144
0100000US,,United States,310M300US41100,41100,"United States - St. George, UT Metro Area","St. George, UT Metro Area",27547,7564,16102,8538,19813,-254,20067,6425,901,2176,1275,5496,-39,5535
0100000US,,United States,310M300US41140,41140,"United States - St. Joseph, MO-KS Metro Area","St. Joseph, MO-KS Metro Area",-397,1823,11254,9431,-2209,1826,-4035,8,347,1530,1183,-341,315,-656
0100000US,,United States,310M300US41180,41180,"United States - St. Louis, MO-IL Metro Area","St. Louis, MO-IL Metro Area",19575,60169,246280,186111,-39894,27666,-67560,556,6388,33143,26755,-5796,4032,-9828
0100000US,,United States,310M300US41420,41420,"United States - Salem, OR Metro Area","Salem, OR Metro Area",34228,14286,38566,24280,20146,2411,17735,7774,2004,5526,3522,5756,430,5326
0100000US,,United States,310M300US41500,41500,"United States - Salinas, CA Metro Area","Salinas, CA Metro Area",22855,29841,47523,17682,-6868,6796,-13664,1544,3716,6316,2600,-2176,1029,-3205
0100000US,,United States,310M300US41540,41540,"United States - Salisbury, MD-DE Metro Area","Salisbury, MD-DE Metro Area",32089,544,30380,29836,31286,5914,25372,5828,-379,4218,4597,6177,868,5309
0100000US,,United States,310M300US41620,41620,"United States - Salt Lake City, UT Metro Area","Salt Lake City, UT Metro Area",115297,88813,136230,47417,27176,22093,5083,17127,11633,18460,6827,5511,3359,2152
0100000US,,United States,310M300US41660,41660,"United States - San Angelo, TX Metro Area","San Angelo, TX Metro Area",7710,4228,11659,7431,3455,738,2717,173,590,1638,1048,-413,26,-439
0100000US,,United States,310M300US41700,41700,"United States - San Antonio-New Braunfels, TX Metro Area","San Antonio-New Braunfels, TX Metro Area",331458,119059,236348,117289,210637,40953,169684,47763,16639,34318,17679,31064,6173,24891
0100000US,,United States,310M300US41740,41740,"United States - San Diego-Carlsbad, CA Metro Area","San Diego-Carlsbad, CA Metro Area",242343,168590,319062,150472,76282,112262,-35980,20485,20937,43652,22715,-339,15445,-15784
0100000US,,United States,310M300US41860,41860,"United States - San Francisco-Oakland-Hayward, CA Metro Area","San Francisco-Oakland-Hayward, CA Metro Area",391784,162084,377444,215360,230286,210767,19519,28280,19809,52292,32483,8595,32568,-23973
0100000US,,United States,310M300US41940,41940,"United States - San Jose-Sunnyvale-Santa Clara, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area",161523,102717,176224,73507,59912,132938,-73026,7553,12466,23826,11360,-4982,20747,-25729
0100000US,,United States,310M300US42020,42020,"United States - San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",13814,2497,19164,16667,11405,1693,9712,1123,285,2644,2359,848,309,539
0100000US,,United States,310M300US42100,42100,"United States - Santa Cruz-Watsonville, CA Metro Area","Santa Cruz-Watsonville, CA Metro Area",13531,8907,21717,12810,4719,2895,1824,701,885,2808,1923,-174,521,-695
0100000US,,United States,310M300US42140,42140,"United States - Santa Fe, NM Metro Area","Santa Fe, NM Metro Area",4533,1695,9734,8039,2960,1249,1711,807,114,1287,1173,698,148,550
0100000US,,United States,310M300US42200,42200,"United States - Santa Maria-Santa Barbara, CA Metro Area","Santa Maria-Santa Barbara, CA Metro Area",24201,19702,41503,21801,4682,10657,-5975,1854,2480,5662,3182,-615,1677,-2292
0100000US,,United States,310M300US42220,42220,"United States - Santa Rosa, CA Metro Area","Santa Rosa, CA Metro Area",20347,7564,36903,29339,13052,5284,7768,384,594,4963,4369,-183,943,-1126
0100000US,,United States,310M300US42340,42340,"United States - Savannah, GA Metro Area","Savannah, GA Metro Area",39945,16215,37603,21388,23490,6450,17040,3758,2124,5330,3206,1655,836,819
0100000US,,United States,310M300US42540,42540,"United States - Scranton--Wilkes-Barre--Hazleton, PA Metro Area","Scranton--Wilkes-Barre--Hazleton, PA Metro Area",-8199,-9543,40790,50333,1743,10501,-8758,255,-1322,5509,6831,1610,1741,-131
0100000US,,United States,310M300US42660,42660,"United States - Seattle-Tacoma-Bellevue, WA Metro Area","Seattle-Tacoma-Bellevue, WA Metro Area",427240,160899,333881,172982,266350,141849,124501,64386,21811,47792,25981,42466,21394,21072
0100000US,,United States,310M300US42680,42680,"United States - Sebastian-Vero Beach, FL Metro Area","Sebastian-Vero Beach, FL Metro Area",16355,-4674,9141,13815,20896,2184,18712,3001,-852,1260,2112,3835,391,3444
0100000US,,United States,310M300US42700,42700,"United States - Sebring, FL Metro Area","Sebring, FL Metro Area",4097,-4062,6607,10669,8214,1876,6338,1325,-601,935,1536,1926,325,1601
0100000US,,United States,310M300US43100,43100,"United States - Sheboygan, WI Metro Area","Sheboygan, WI Metro Area",-166,1372,9212,7840,-1506,850,-2356,217,177,1264,1087,45,140,-95
0100000US,,United States,310M300US43300,43300,"United States - Sherman-Denison, TX Metro Area","Sherman-Denison, TX Metro Area",10259,1232,11141,9909,9077,1063,8014,2934,257,1610,1353,2672,171,2501
0100000US,,United States,310M300US43340,43340,"United States - Shreveport-Bossier City, LA Metro Area","Shreveport-Bossier City, LA Metro Area",1122,13450,46192,32742,-12410,3451,-15861,-1470,1501,6056,4555,-2972,428,-3400
0100000US,,United States,310M300US43420,43420,"United States - Sierra Vista-Douglas, AZ Metro Area","Sierra Vista-Douglas, AZ Metro Area",-6600,2704,11814,9110,-9495,2086,-11581,-599,206,1498,1292,-808,231,-1039
0100000US,,United States,310M300US43580,43580,"United States - Sioux City, IA-NE-SD Metro Area","Sioux City, IA-NE-SD Metro Area",55,6683,17573,10890,-6676,1904,-8580,-431,963,2381,1418,-1396,321,-1717
0100000US,,United States,310M300US43620,43620,"United States - Sioux Falls, SD Metro Area","Sioux Falls, SD Metro Area",30834,15438,27849,12411,15295,4756,10539,4722,2132,3904,1772,2586,739,1847
0100000US,,United States,310M300US43780,43780,"United States - South Bend-Mishawaka, IN-MI Metro Area","South Bend-Mishawaka, IN-MI Metro Area",2600,6710,28887,22177,-4020,3766,-7786,993,975,3948,2973,29,658,-629
0100000US,,United States,310M300US43900,43900,"United States - Spartanburg, SC Metro Area","Spartanburg, SC Metro Area",21122,4570,28355,23785,16636,1260,15376,5640,578,3981,3403,5049,200,4849
0100000US,,United States,310M300US44060,44060,"United States - Spokane-Spokane Valley, WA Metro Area","Spokane-Spokane Valley, WA Metro Area",36483,12079,47474,35395,24682,5631,19051,9459,1416,6697,5281,8026,802,7224
0100000US,,United States,310M300US44100,44100,"United States - Springfield, IL Metro Area","Springfield, IL Metro Area",-1473,2667,17625,14958,-4040,1599,-5639,-1293,108,2348,2240,-1404,239,-1643
0100000US,,United States,310M300US44140,44140,"United States - Springfield, MA Metro Area","Springfield, MA Metro Area",9949,5583,45965,40382,4378,26019,-21641,991,444,6020,5576,540,3948,-3408
0100000US,,United States,310M300US44180,44180,"United States - Springfield, MO Metro Area","Springfield, MO Metro Area",25658,11442,41215,29773,14322,2059,12263,4472,1443,5711,4268,3036,346,2690
0100000US,,United States,310M300US44220,44220,"United States - Springfield, OH Metro Area","Springfield, OH Metro Area",-3790,-694,11573,12267,-3032,166,-3198,-64,-119,1561,1680,63,19,44
0100000US,,United States,310M300US44300,44300,"United States - State College, PA Metro Area","State College, PA Metro Area",8630,2397,9342,6945,6250,7707,-1457,577,222,1265,1043,349,1202,-853
0100000US,,United States,310M300US44420,44420,"United States - Staunton-Waynesboro, VA Metro Area","Staunton-Waynesboro, VA Metro Area",3503,34,9427,9393,3490,601,2889,1166,119,1405,1286,1045,97,948
0100000US,,United States,310M300US44700,44700,"United States - Stockton-Lodi, CA Metro Area","Stockton-Lodi, CA Metro Area",60116,35357,73229,37872,25115,11619,13496,11130,4610,10019,5409,6548,1902,4646
0100000US,,United States,310M300US44940,44940,"United States - Sumter, SC Metro Area","Sumter, SC Metro Area",-616,3266,10856,7590,-3868,1108,-4976,-440,391,1446,1055,-829,114,-943
0100000US,,United States,310M300US45060,45060,"United States - Syracuse, NY Metro Area","Syracuse, NY Metro Area",-7784,9900,52435,42535,-17717,14516,-32233,-2090,1095,6940,5845,-3201,2223,-5424
0100000US,,United States,310M300US45220,45220,"United States - Tallahassee, FL Metro Area","Tallahassee, FL Metro Area",13857,10274,29323,19049,3483,5886,-2403,3580,1247,4003,2756,2336,923,1413
0100000US,,United States,310M300US45300,45300,"United States - Tampa-St. Petersburg-Clearwater, FL Metro Area","Tampa-St. Petersburg-Clearwater, FL Metro Area",307930,13240,230427,217187,293057,86588,206469,54874,415,33111,32696,54321,13725,40596
0100000US,,United States,310M300US45460,45460,"United States - Terre Haute, IN Metro Area","Terre Haute, IN Metro Area",-2455,746,14484,13738,-3146,1068,-4214,-255,112,1960,1848,-364,150,-514
0100000US,,United States,310M300US45500,45500,"United States - Texarkana, TX-AR Metro Area","Texarkana, TX-AR Metro Area",1160,2806,14290,11484,-1565,162,-1727,170,371,1974,1603,-196,43,-239
0100000US,,United States,310M300US45540,45540,"United States - The Villages, FL Metro Area","The Villages, FL Metro Area",31745,-7497,3402,10899,38549,116,38433,3044,-1363,494,1857,4388,32,4356
0100000US,,United States,310M300US45780,45780,"United States - Toledo, OH Metro Area","Toledo, OH Metro Area",-6334,11996,54309,42313,-18475,4627,-23102,-923,1377,7345,5968,-2301,769,-3070
0100000US,,United States,310M300US45820,45820,"United States - Topeka, KS Metro Area","Topeka, KS Metro Area",-717,4566,21495,16929,-5209,1242,-6451,201,489,2806,2317,-280,217,-497
0100000US,,United States,310M300US45940,45940,"United States - Trenton, NJ Metro Area","Trenton, NJ Metro Area",7216,9354,30305,20951,-2297,20584,-22881,1073,1098,4039,2941,-43,3218,-3261
0100000US,,United States,310M300US46060,46060,"United States - Tucson, AZ Metro Area","Tucson, AZ Metro Area",42509,19836,85585,65749,23510,16137,7373,10250,1609,11490,9881,8636,2570,6066
0100000US,,United States,310M300US46140,46140,"United States - Tulsa, OK Metro Area","Tulsa, OK Metro Area",53175,30212,96876,66664,23395,11051,12344,3241,3724,13412,9688,-467,1949,-2416
0100000US,,United States,310M300US46220,46220,"United States - Tuscaloosa, AL Metro Area","Tuscaloosa, AL Metro Area",12629,5615,20950,15335,6968,2155,4813,1355,705,2950,2245,662,360,302
0100000US,,United States,310M300US46340,46340,"United States - Tyler, TX Metro Area","Tyler, TX Metro Area",18006,7724,22297,14573,10320,2323,7997,2422,1095,3159,2064,1330,410,920
0100000US,,United States,310M300US46520,46520,"United States - Urban Honolulu, HI Metro Area","Urban Honolulu, HI Metro Area",35441,42201,97140,54939,-6156,41875,-48031,-4111,4526,12927,8401,-8634,4839,-13473
0100000US,,United States,310M300US46540,46540,"United States - Utica-Rome, NY Metro Area","Utica-Rome, NY Metro Area",-5776,237,23344,23107,-6000,6119,-12119,-180,-68,3062,3130,-108,930,-1038
0100000US,,United States,310M300US46660,46660,"United States - Valdosta, GA Metro Area","Valdosta, GA Metro Area",5771,6458,14759,8301,-880,1879,-2759,1003,714,1953,1239,296,186,110
0100000US,,United States,310M300US46700,46700,"United States - Vallejo-Fairfield, CA Metro Area","Vallejo-Fairfield, CA Metro Area",32114,14702,37354,22652,17685,8681,9004,5140,1649,5160,3511,3490,1154,2336
0100000US,,United States,310M300US47020,47020,"United States - Victoria, TX Metro Area","Victoria, TX Metro Area",5643,3715,9984,6269,1928,480,1448,-254,485,1398,913,-743,73,-816
0100000US,,United States,310M300US47220,47220,"United States - Vineland-Bridgeton, NJ Metro Area","Vineland-Bridgeton, NJ Metro Area",-4090,4322,14926,10604,-8476,3418,-11894,-1376,494,1912,1418,-1881,535,-2416
0100000US,,United States,310M300US47260,47260,"United States - Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",48429,65852,163787,97935,-17297,34619,-51916,2480,7762,22246,14484,-5244,3505,-8749
0100000US,,United States,310M300US47300,47300,"United States - Visalia-Porterville, CA Metro Area","Visalia-Porterville, CA Metro Area",22315,34761,55606,20845,-12390,1966,-14356,3658,4309,7292,2983,-645,466,-1111
0100000US,,United States,310M300US47380,47380,"United States - Waco, TX Metro Area","Waco, TX Metro Area",15928,10585,26798,16213,5464,2321,3143,3887,1461,3726,2265,2427,447,1980
0100000US,,United States,310M300US47460,47460,"United States - Walla Walla, WA Metro Area","Walla Walla, WA Metro Area",1755,679,5142,4463,1092,281,811,625,48,697,649,574,55,519
0100000US,,United States,310M300US47580,47580,"United States - Warner Robins, GA Metro Area","Warner Robins, GA Metro Area",12174,7232,17664,10432,4907,2949,1958,1711,798,2431,1633,918,365,553
0100000US,,United States,310M300US47900,47900,"United States - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",580228,342413,584628,242215,235768,301884,-66116,65908,42616,80082,37466,23217,44760,-21543
0100000US,,United States,310M300US47940,47940,"United States - Waterloo-Cedar Falls, IA Metro Area","Waterloo-Cedar Falls, IA Metro Area",2073,4136,15206,11070,-1946,2176,-4122,-2,529,2078,1549,-531,372,-903
0100000US,,United States,310M300US48060,48060,"United States - Watertown-Fort Drum, NY Metro Area","Watertown-Fort Drum, NY Metro Area",-2045,8669,15196,6527,-10901,3468,-14369,103,933,1869,936,-826,97,-923
0100000US,,United States,310M300US48140,48140,"United States - Wausau, WI Metro Area","Wausau, WI Metro Area",1669,3403,11724,8321,-1672,581,-2253,537,467,1605,1138,78,92,-14
0100000US,,United States,310M300US48260,48260,"United States - Weirton-Steubenville, WV-OH Metro Area","Weirton-Steubenville, WV-OH Metro Area",-6205,-4016,8213,12229,-2086,-74,-2012,-992,-568,1108,1676,-418,-8,-410
0100000US,,United States,310M300US48300,48300,"United States - Wenatchee, WA Metro Area","Wenatchee, WA Metro Area",7583,3470,10663,7193,4178,753,3425,1238,497,1491,994,744,148,596
0100000US,,United States,310M300US48540,48540,"United States - Wheeling, WV-OH Metro Area","Wheeling, WV-OH Metro Area",-6697,-2840,10729,13569,-3761,-91,-3670,-1617,-411,1395,1806,-1206,-19,-1187
0100000US,,United States,310M300US48620,48620,"United States - Wichita, KS Metro Area","Wichita, KS Metro Area",14704,25226,65873,40647,-10335,8117,-18452,948,3008,8694,5686,-2048,1187,-3235
0100000US,,United States,310M300US48660,48660,"United States - Wichita Falls, TX Metro Area","Wichita Falls, TX Metro Area",-246,2949,13949,11000,-3215,3157,-6372,904,295,1846,1551,615,338,277
0100000US,,United States,310M300US48700,48700,"United States - Williamsport, PA Metro Area","Williamsport, PA Metro Area",-2267,-128,9090,9218,-2110,402,-2512,-867,-153,1167,1320,-714,68,-782
0100000US,,United States,310M300US48900,48900,"United States - Wilmington, NC Metro Area","Wilmington, NC Metro Area",33275,4075,20784,16709,28846,1645,27201,6025,400,2923,2523,5598,248,5350
0100000US,,United States,310M300US49020,49020,"United States - Winchester, VA-WV Metro Area","Winchester, VA-WV Metro Area",9412,2904,11325,8421,6518,1243,5275,2294,402,1590,1188,1896,234,1662
0100000US,,United States,310M300US49180,49180,"United States - Winston-Salem, NC Metro Area","Winston-Salem, NC Metro Area",27179,8968,53907,44939,18555,4778,13777,6025,995,7350,6355,5040,729,4311
0100000US,,United States,310M300US49340,49340,"United States - Worcester, MA-CT Metro Area","Worcester, MA-CT Metro Area",25673,14497,71065,56568,11566,29014,-17448,5752,1688,9688,8000,4101,4472,-371
0100000US,,United States,310M300US49420,49420,"United States - Yakima, WA Metro Area","Yakima, WA Metro Area",6956,15870,29681,13811,-8916,295,-9211,870,1915,3942,2027,-1045,127,-1172
0100000US,,United States,310M300US49620,49620,"United States - York-Hanover, PA Metro Area","York-Hanover, PA Metro Area",11080,7336,35501,28165,4128,4613,-485,2269,903,4891,3988,1398,732,666
0100000US,,United States,310M300US49660,49660,"United States - Youngstown-Warren-Boardman, OH-PA Metro Area","Youngstown-Warren-Boardman, OH-PA Metro Area",-23873,-9606,40696,50302,-14057,2171,-16228,-2617,-1270,5551,6821,-1330,381,-1711
0100000US,,United States,310M300US49700,49700,"United States - Yuba City, CA Metro Area","Yuba City, CA Metro Area",6790,8454,18066,9612,-1686,3405,-5091,2436,1111,2427,1316,1328,438,890
0100000US,,United States,310M300US49740,49740,"United States - Yuma, AZ Metro Area","Yuma, AZ Metro Area",11784,12180,22498,10318,-702,4688,-5390,2071,1409,3014,1605,666,779,-113
