GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,popchg4201072017,natinc4201072017,births4201072017,deaths4201072017,netmig4201072017,intlmig4201072017,dommig4201072017,popchg20162017,natinc20162017,births20162017,deaths20162017,netmig20162017,intlmig20162017,dommig20162017
0100000US,,United States,310M300US23060,23060,"United States - Fort Wayne, IN Metro Area","Fort Wayne, IN Metro Area",18363,17271,43202,25931,1389,5189,-3800,3321,2348,5956,3608,993,765,228
0100000US,,United States,310M300US23420,23420,"United States - Fresno, CA Metro Area","Fresno, CA Metro Area",58760,66674,113926,47252,-7571,12533,-20104,9721,8108,15228,7120,1642,2083,-441
0100000US,,United States,310M300US23460,23460,"United States - Gadsden, AL Metro Area","Gadsden, AL Metro Area",-1672,-1451,8579,10030,-133,65,-198,29,-252,1192,1444,286,8,278
0100000US,,United States,310M300US23540,23540,"United States - Gainesville, FL Metro Area","Gainesville, FL Metro Area",20411,7725,22274,14549,12743,9132,3611,3136,909,3087,2178,2227,1395,832
0100000US,,United States,310M300US23580,23580,"United States - Gainesville, GA Metro Area","Gainesville, GA Metro Area",19638,8818,18736,9918,10845,1445,9400,3098,1161,2700,1539,1929,247,1682
0100000US,,United States,310M300US23900,23900,"United States - Gettysburg, PA Metro Area","Gettysburg, PA Metro Area",919,237,7337,7100,748,367,381,652,18,1016,998,640,73,567
0100000US,,United States,310M300US24020,24020,"United States - Glens Falls, NY Metro Area","Glens Falls, NY Metro Area",-2784,-736,8579,9315,-1981,383,-2364,-173,-190,1118,1308,23,71,-48
0100000US,,United States,310M300US24140,24140,"United States - Goldsboro, NC Metro Area","Goldsboro, NC Metro Area",1526,3848,12202,8354,-2311,2490,-4801,-304,289,1605,1316,-594,291,-885
0100000US,,United States,310M300US24220,24220,"United States - Grand Forks, ND-MN Metro Area","Grand Forks, ND-MN Metro Area",3950,4315,10245,5930,-372,1819,-2191,183,649,1465,816,-464,253,-717
0100000US,,United States,310M300US24260,24260,"United States - Grand Island, NE Metro Area","Grand Island, NE Metro Area",3195,3412,8873,5461,-185,2271,-2456,77,521,1255,734,-445,367,-812
0100000US,,United States,310M300US24300,24300,"United States - Grand Junction, CO Metro Area","Grand Junction, CO Metro Area",4899,2961,13110,10149,2003,-213,2216,1822,311,1762,1451,1506,-40,1546
0100000US,,United States,310M300US24340,24340,"United States - Grand Rapids-Wyoming, MI Metro Area","Grand Rapids-Wyoming, MI Metro Area",70173,44489,98214,53725,26155,13800,12355,10287,5874,13548,7674,4450,2233,2217
0100000US,,United States,310M300US24420,24420,"United States - Grants Pass, OR Metro Area","Grants Pass, OR Metro Area",3639,-2477,6081,8558,6119,-135,6254,1014,-304,879,1183,1317,-12,1329
0100000US,,United States,310M300US24500,24500,"United States - Great Falls, MT Metro Area","Great Falls, MT Metro Area",330,2486,8436,5950,-2126,644,-2770,166,294,1106,812,-123,-2,-121
0100000US,,United States,310M300US24540,24540,"United States - Greeley, CO Metro Area","Greeley, CO Metro Area",51794,17449,29146,11697,33972,1166,32806,10390,2727,4485,1758,7622,203,7419
0100000US,,United States,310M300US24580,24580,"United States - Green Bay, WI Metro Area","Green Bay, WI Metro Area",13809,11285,28611,17326,2772,2811,-39,2609,1464,3902,2438,1162,448,714
0100000US,,United States,310M300US24660,24660,"United States - Greensboro-High Point, NC Metro Area","Greensboro-High Point, NC Metro Area",37334,14771,62611,47840,22992,11899,11093,4620,1521,8597,7076,3134,1861,1273
0100000US,,United States,310M300US24780,24780,"United States - Greenville, NC Metro Area","Greenville, NC Metro Area",10876,6641,15397,8756,4262,1491,2771,1415,796,2097,1301,621,225,396
0100000US,,United States,310M300US24860,24860,"United States - Greenville-Anderson-Mauldin, SC Metro Area","Greenville-Anderson-Mauldin, SC Metro Area",71814,18279,76015,57736,53414,9952,43462,11411,2383,10750,8367,9026,1592,7434
0100000US,,United States,310M300US25060,25060,"United States - Gulfport-Biloxi-Pascagoula, MS Metro Area","Gulfport-Biloxi-Pascagoula, MS Metro Area",23445,8958,35351,26393,14540,5016,9524,3396,1094,4808,3714,2302,561,1741
0100000US,,United States,310M300US25180,25180,"United States - Hagerstown-Martinsburg, MD-WV Metro Area","Hagerstown-Martinsburg, MD-WV Metro Area",13896,4790,22409,17619,9077,1744,7333,2418,552,3063,2511,1872,277,1595
0100000US,,United States,310M300US25220,25220,"United States - Hammond, LA Metro Area","Hammond, LA Metro Area",11396,5381,13900,8519,6022,672,5350,1874,659,1959,1300,1213,113,1100
0100000US,,United States,310M300US25260,25260,"United States - Hanford-Corcoran, CA Metro Area","Hanford-Corcoran, CA Metro Area",-2881,11226,17121,5895,-14442,1543,-15985,304,1355,2220,865,-1061,128,-1189
0100000US,,United States,310M300US25420,25420,"United States - Harrisburg-Carlisle, PA Metro Area","Harrisburg-Carlisle, PA Metro Area",22430,10387,47574,37187,12332,12093,239,3895,1276,6496,5220,2641,1880,761
0100000US,,United States,310M300US25500,25500,"United States - Harrisonburg, VA Metro Area","Harrisonburg, VA Metro Area",9219,3364,10342,6978,5883,3933,1950,1201,505,1507,1002,696,656,40
0100000US,,United States,310M300US25540,25540,"United States - Hartford-West Hartford-East Hartford, CT Metro Area","Hartford-West Hartford-East Hartford, CT Metro Area",-2139,11481,86636,75155,-13682,39324,-53006,184,1033,11547,10514,-866,5857,-6723
0100000US,,United States,310M300US25620,25620,"United States - Hattiesburg, MS Metro Area","Hattiesburg, MS Metro Area",6020,5264,14470,9206,689,732,-43,-66,663,1969,1306,-729,90,-819
0100000US,,United States,310M300US25860,25860,"United States - Hickory-Lenoir-Morganton, NC Metro Area","Hickory-Lenoir-Morganton, NC Metro Area",699,-796,27404,28200,1698,2687,-989,2028,-224,3732,3956,2273,470,1803
0100000US,,United States,310M300US25940,25940,"United States - Hilton Head Island-Bluffton-Beaufort, SC Metro Area","Hilton Head Island-Bluffton-Beaufort, SC Metro Area",28292,5056,17267,12211,22932,3236,19696,3734,477,2349,1872,3239,178,3061
0100000US,,United States,310M300US25980,25980,"United States - Hinesville, GA Metro Area","Hinesville, GA Metro Area",2481,9188,12218,3030,-7171,2720,-9891,416,1244,1693,449,-825,104,-929
0100000US,,United States,310M300US26140,26140,"United States - Homosassa Springs, FL Metro Area","Homosassa Springs, FL Metro Area",4411,-10166,7532,17698,14568,575,13993,2657,-1481,1061,2542,4127,93,4034
0100000US,,United States,310M300US26300,26300,"United States - Hot Springs, AR Metro Area","Hot Springs, AR Metro Area",2647,-1742,8021,9763,4404,-57,4461,427,-173,1104,1277,602,1,601
0100000US,,United States,310M300US26380,26380,"United States - Houma-Thibodaux, LA Metro Area","Houma-Thibodaux, LA Metro Area",2329,7524,21243,13719,-5123,1856,-6979,-1228,995,2953,1958,-2227,302,-2529
0100000US,,United States,310M300US26420,26420,"United States - Houston-The Woodlands-Sugar Land, TX Metro Area","Houston-The Woodlands-Sugar Land, TX Metro Area",971941,436331,703048,266717,533390,260385,273005,94417,61537,102941,41404,32722,43094,-10372
0100000US,,United States,310M300US26580,26580,"United States - Huntington-Ashland, WV-KY-OH Metro Area","Huntington-Ashland, WV-KY-OH Metro Area",-8454,-1339,29634,30973,-6924,371,-7295,-2383,-416,3843,4259,-1957,56,-2013
0100000US,,United States,310M300US26620,26620,"United States - Huntsville, AL Metro Area","Huntsville, AL Metro Area",37855,11110,37284,26174,26684,3968,22716,6216,1229,5194,3965,4988,583,4405
0100000US,,United States,310M300US26820,26820,"United States - Idaho Falls, ID Metro Area","Idaho Falls, ID Metro Area",12310,10799,17768,6969,1551,172,1379,3238,1484,2481,997,1753,47,1706
0100000US,,United States,310M300US26900,26900,"United States - Indianapolis-Carmel-Anderson, IN Metro Area","Indianapolis-Carmel-Anderson, IN Metro Area",140524,79857,193599,113742,61101,30329,30772,23002,10688,26769,16081,12366,4603,7763
0100000US,,United States,310M300US26980,26980,"United States - Iowa City, IA Metro Area","Iowa City, IA Metro Area",18905,8546,15227,6681,10375,6677,3698,2749,1134,2120,986,1614,1065,549
0100000US,,United States,310M300US27060,27060,"United States - Ithaca, NY Metro Area","Ithaca, NY Metro Area",3208,1463,6255,4792,1691,7701,-6010,241,185,806,621,50,1148,-1098
0100000US,,United States,310M300US27100,27100,"United States - Jackson, MI Metro Area","Jackson, MI Metro Area",-1608,1265,12936,11671,-2805,483,-3288,425,112,1711,1599,323,72,251
0100000US,,United States,310M300US27140,27140,"United States - Jackson, MS Metro Area","Jackson, MS Metro Area",11070,17882,54593,36711,-6932,3892,-10824,-843,1910,7204,5294,-2757,641,-3398
0100000US,,United States,310M300US27180,27180,"United States - Jackson, TN Metro Area","Jackson, TN Metro Area",-783,2199,11631,9432,-2935,445,-3380,152,218,1537,1319,-62,75,-137
0100000US,,United States,310M300US27260,27260,"United States - Jacksonville, FL Metro Area","Jacksonville, FL Metro Area",159382,43419,130339,86920,115633,28593,87040,28477,5460,18748,13288,22964,4043,18921
0100000US,,United States,310M300US27340,27340,"United States - Jacksonville, NC Metro Area","Jacksonville, NC Metro Area",16094,23584,30768,7184,-8791,7983,-16774,1694,2821,3939,1118,-1114,-56,-1058
0100000US,,United States,310M300US27500,27500,"United States - Janesville-Beloit, WI Metro Area","Janesville-Beloit, WI Metro Area",1978,3568,14079,10511,-1511,446,-1957,888,506,1935,1429,389,107,282
0100000US,,United States,310M300US27620,27620,"United States - Jefferson City, MO Metro Area","Jefferson City, MO Metro Area",1660,3690,12956,9266,-1970,925,-2895,10,398,1745,1347,-386,144,-530
0100000US,,United States,310M300US27740,27740,"United States - Johnson City, TN Metro Area","Johnson City, TN Metro Area",3298,-1874,14633,16507,5246,778,4468,710,-326,1987,2313,1041,134,907
0100000US,,United States,310M300US27780,27780,"United States - Johnstown, PA Metro Area","Johnstown, PA Metro Area",-10620,-3579,9624,13203,-7070,311,-7381,-1259,-469,1276,1745,-788,46,-834
0100000US,,United States,310M300US27860,27860,"United States - Jonesboro, AR Metro Area","Jonesboro, AR Metro Area",10243,4006,12946,8940,6217,1061,5156,1480,592,1906,1314,894,181,713
0100000US,,United States,310M300US27900,27900,"United States - Joplin, MO Metro Area","Joplin, MO Metro Area",2991,4651,17484,12833,-1628,1128,-2756,990,582,2322,1740,415,171,244
0100000US,,United States,310M300US27980,27980,"United States - Kahului-Wailuku-Lahaina, HI Metro Area","Kahului-Wailuku-Lahaina, HI Metro Area",11423,5906,14315,8409,5582,5408,174,876,568,1878,1310,319,820,-501
0100000US,,United States,310M300US28020,28020,"United States - Kalamazoo-Portage, MI Metro Area","Kalamazoo-Portage, MI Metro Area",11748,9062,29326,20264,2853,4181,-1328,2081,1081,4041,2960,1015,656,359
0100000US,,United States,310M300US28100,28100,"United States - Kankakee, IL Metro Area","Kankakee, IL Metro Area",-3844,1839,9704,7865,-5721,608,-6329,-448,169,1295,1126,-616,93,-709
0100000US,,United States,310M300US28140,28140,"United States - Kansas City, MO-KS Metro Area","Kansas City, MO-KS Metro Area",119574,80787,200535,119748,39900,23098,16802,22530,10459,27565,17106,12103,3572,8531
0100000US,,United States,310M300US28420,28420,"United States - Kennewick-Richland, WA Metro Area","Kennewick-Richland, WA Metro Area",36962,18815,31092,12277,17968,2980,14988,6497,2524,4384,1860,3970,531,3439
0100000US,,United States,310M300US28660,28660,"United States - Killeen-Temple, TX Metro Area","Killeen-Temple, TX Metro Area",38463,35587,54910,19323,2557,13276,-10719,6970,4673,7496,2823,2290,1146,1144
0100000US,,United States,310M300US28700,28700,"United States - Kingsport-Bristol-Bristol, TN-VA Metro Area","Kingsport-Bristol-Bristol, TN-VA Metro Area",-2853,-6525,21463,27988,3888,-82,3970,766,-868,2888,3756,1642,2,1640
0100000US,,United States,310M300US28740,28740,"United States - Kingston, NY Metro Area","Kingston, NY Metro Area",-3095,-429,11535,11964,-2619,2951,-5570,-129,-180,1518,1698,56,453,-397
0100000US,,United States,310M300US28940,28940,"United States - Knoxville, TN Metro Area","Knoxville, TN Metro Area",39429,2938,68023,65085,36696,5061,31635,9234,340,9482,9142,8885,833,8052
0100000US,,United States,310M300US29020,29020,"United States - Kokomo, IN Metro Area","Kokomo, IN Metro Area",-389,319,7153,6834,-655,250,-905,24,28,964,936,1,26,-25
0100000US,,United States,310M300US29100,29100,"United States - La Crosse-Onalaska, WI-MN Metro Area","La Crosse-Onalaska, WI-MN Metro Area",3269,2200,10485,8285,1128,396,732,492,268,1413,1145,229,59,170
0100000US,,United States,310M300US29180,29180,"United States - Lafayette, LA Metro Area","Lafayette, LA Metro Area",24814,20092,49776,29684,4807,5088,-281,-88,2535,6962,4427,-2626,801,-3427
0100000US,,United States,310M300US29200,29200,"United States - Lafayette-West Lafayette, IN Metro Area","Lafayette-West Lafayette, IN Metro Area",17441,8866,18945,10079,8639,11780,-3141,1943,1284,2690,1406,648,1832,-1184
0100000US,,United States,310M300US29340,29340,"United States - Lake Charles, LA Metro Area","Lake Charles, LA Metro Area",9728,6026,20490,14464,3836,1151,2685,1839,880,2939,2059,966,169,797
0100000US,,United States,310M300US29420,29420,"United States - Lake Havasu City-Kingman, AZ Metro Area","Lake Havasu City-Kingman, AZ Metro Area",7015,-6492,13400,19892,13393,-896,14289,1815,-1371,1798,3169,3171,-105,3276
0100000US,,United States,310M300US29460,29460,"United States - Lakeland-Winter Haven, FL Metro Area","Lakeland-Winter Haven, FL Metro Area",84388,8196,53892,45696,76000,20114,55886,19465,1006,7779,6773,18397,3171,15226
0100000US,,United States,310M300US29540,29540,"United States - Lancaster, PA Metro Area","Lancaster, PA Metro Area",23456,17009,51722,34713,6859,10203,-3344,3766,2198,7206,5008,1589,1653,-64
0100000US,,United States,310M300US29620,29620,"United States - Lansing-East Lansing, MI Metro Area","Lansing-East Lansing, MI Metro Area",13624,11821,38103,26282,1807,14460,-12653,3346,1538,5266,3728,1818,2111,-293
0100000US,,United States,310M300US29700,29700,"United States - Laredo, TX Metro Area","Laredo, TX Metro Area",24490,29936,39269,9333,-5411,7074,-12485,2393,3895,5253,1358,-1508,1319,-2827
0100000US,,United States,310M300US29740,29740,"United States - Las Cruces, NM Metro Area","Las Cruces, NM Metro Area",6357,11107,21938,10831,-4777,1161,-5938,1705,1324,2883,1559,390,294,96
0100000US,,United States,310M300US29820,29820,"United States - Las Vegas-Henderson-Paradise, NV Metro Area","Las Vegas-Henderson-Paradise, NV Metro Area",252810,86080,194083,108003,166153,46411,119742,47355,10582,27449,16867,36635,7221,29414
0100000US,,United States,310M300US29940,29940,"United States - Lawrence, KS Metro Area","Lawrence, KS Metro Area",9967,4411,9147,4736,5593,4540,1053,1301,667,1318,651,638,696,-58
0100000US,,United States,310M300US30020,30020,"United States - Lawton, OK Metro Area","Lawton, OK Metro Area",-2942,6507,14355,7848,-9641,2908,-12549,38,600,1749,1149,-557,179,-736
0100000US,,United States,310M300US30140,30140,"United States - Lebanon, PA Metro Area","Lebanon, PA Metro Area",6177,1398,11744,10346,4898,4167,731,1197,99,1583,1484,1104,678,426
0100000US,,United States,310M300US30300,30300,"United States - Lewiston, ID-WA Metro Area","Lewiston, ID-WA Metro Area",2027,-123,5213,5336,2176,-63,2239,514,-12,712,724,528,-10,538
0100000US,,United States,310M300US30340,30340,"United States - Lewiston-Auburn, ME Metro Area","Lewiston-Auburn, ME Metro Area",-51,1729,9332,7603,-1745,985,-2730,382,200,1241,1041,188,165,23
0100000US,,United States,310M300US30460,30460,"United States - Lexington-Fayette, KY Metro Area","Lexington-Fayette, KY Metro Area",40548,18536,45945,27409,22072,10541,11531,5890,2559,6425,3866,3345,1759,1586
0100000US,,United States,310M300US30620,30620,"United States - Lima, OH Metro Area","Lima, OH Metro Area",-3128,1372,9240,7868,-4504,169,-4673,-428,168,1242,1074,-596,22,-618
0100000US,,United States,310M300US30700,30700,"United States - Lincoln, NE Metro Area","Lincoln, NE Metro Area",29362,15007,30838,15831,14459,7702,6757,3886,1986,4208,2222,1909,1255,654
0100000US,,United States,310M300US30780,30780,"United States - Little Rock-North Little Rock-Conway, AR Metro Area","Little Rock-North Little Rock-Conway, AR Metro Area",38558,24134,70583,46449,14547,7332,7215,4883,2997,9575,6578,1902,1054,848
0100000US,,United States,310M300US30860,30860,"United States - Logan, UT-ID Metro Area","Logan, UT-ID Metro Area",12560,14517,18876,4359,-1967,1675,-3642,2313,2034,2651,617,286,237,49
0100000US,,United States,310M300US30980,30980,"United States - Longview, TX Metro Area","Longview, TX Metro Area",3097,5516,21739,16223,-2332,1665,-3997,167,611,2853,2242,-439,283,-722
0100000US,,United States,310M300US31020,31020,"United States - Longview, WA Metro Area","Longview, WA Metro Area",4502,911,8795,7884,3615,325,3290,2154,149,1278,1129,2000,62,1938
0100000US,,United States,310M300US31080,31080,"United States - Los Angeles-Long Beach-Anaheim, CA Metro Area","Los Angeles-Long Beach-Anaheim, CA Metro Area",524946,623365,1202115,578750,-93959,408586,-502545,25646,72157,160094,87937,-46586,63083,-109669
0100000US,,United States,310M300US31140,31140,"United States - Louisville/Jefferson County, KY-IN Metro Area","Louisville/Jefferson County, KY-IN Metro Area",58247,28174,114685,86511,30794,18643,12151,9105,3767,15791,12024,5395,2970,2425
0100000US,,United States,310M300US31180,31180,"United States - Lubbock, TX Metro Area","Lubbock, TX Metro Area",26113,13130,30921,17791,12933,2959,9974,2970,1779,4407,2628,1194,485,709
0100000US,,United States,310M300US31340,31340,"United States - Lynchburg, VA Metro Area","Lynchburg, VA Metro Area",8594,1993,20601,18608,6670,2616,4054,1162,254,2867,2613,916,443,473
0100000US,,United States,310M300US31420,31420,"United States - Macon-Bibb County, GA Metro Area","Macon-Bibb County, GA Metro Area",-3372,4519,21752,17233,-7877,1579,-9456,-249,260,2811,2551,-508,242,-750
0100000US,,United States,310M300US31460,31460,"United States - Madera, CA Metro Area","Madera, CA Metro Area",6047,9054,16622,7568,-3065,1310,-4375,1924,1177,2181,1004,752,269,483
0100000US,,United States,310M300US31540,31540,"United States - Madison, WI Metro Area","Madison, WI Metro Area",48802,23333,53718,30385,25591,12367,13224,6798,3148,7400,4252,3655,1949,1706
0100000US,,United States,310M300US31700,31700,"United States - Manchester-Nashua, NH Metro Area","Manchester-Nashua, NH Metro Area",8980,8740,31204,22464,410,7604,-7194,1979,999,4261,3262,995,1175,-180
0100000US,,United States,310M300US31740,31740,"United States - Manhattan, KS Metro Area","Manhattan, KS Metro Area",5338,6580,10253,3673,-1444,5136,-6580,-61,760,1305,545,-828,531,-1359
0100000US,,United States,310M300US31860,31860,"United States - Mankato-North Mankato, MN Metro Area","Mankato-North Mankato, MN Metro Area",4199,3185,8172,4987,1042,1079,-37,1039,393,1105,712,650,183,467
0100000US,,United States,310M300US31900,31900,"United States - Mansfield, OH Metro Area","Mansfield, OH Metro Area",-3887,213,10113,9900,-4087,153,-4240,-578,10,1374,1364,-587,26,-613
0100000US,,United States,310M300US32580,32580,"United States - McAllen-Edinburg-Mission, TX Metro Area","McAllen-Edinburg-Mission, TX Metro Area",85891,87171,116163,28992,-978,15468,-16446,10474,11099,15574,4475,-621,2989,-3610
0100000US,,United States,310M300US32780,32780,"United States - Medford, OR Metro Area","Medford, OR Metro Area",14273,492,16965,16473,13778,-305,14083,2773,82,2389,2307,2687,-44,2731
0100000US,,United States,310M300US32820,32820,"United States - Memphis, TN-MS-AR Metro Area","Memphis, TN-MS-AR Metro Area",23433,53388,136058,82670,-30000,10607,-40607,3067,6328,18343,12015,-3260,1680,-4940
0100000US,,United States,310M300US32900,32900,"United States - Merced, CA Metro Area","Merced, CA Metro Area",16875,18546,30355,11809,-1598,2404,-4002,3795,2370,4073,1703,1435,414,1021
0100000US,,United States,310M300US33100,33100,"United States - Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",592525,142462,490495,348033,450144,513783,-63639,51391,16670,69419,52749,34647,81824,-47177
0100000US,,United States,310M300US33140,33140,"United States - Michigan City-La Porte, IN Metro Area","Michigan City-La Porte, IN Metro Area",-1438,1152,9584,8432,-2529,-2,-2527,-179,130,1314,1184,-307,-2,-305
0100000US,,United States,310M300US33220,33220,"United States - Midland, MI Metro Area","Midland, MI Metro Area",-218,1054,6180,5126,-1258,1126,-2384,-22,88,824,736,-109,181,-290
0100000US,,United States,310M300US33260,33260,"United States - Midland, TX Metro Area","Midland, TX Metro Area",29004,12267,20174,7907,16322,2324,13998,1514,1926,3050,1124,-413,464,-877
0100000US,,United States,310M300US33340,33340,"United States - Milwaukee-Waukesha-West Allis, WI Metro Area","Milwaukee-Waukesha-West Allis, WI Metro Area",20282,48828,144429,95601,-27959,22616,-50575,93,6075,19474,13399,-5946,3689,-9635
0100000US,,United States,310M300US33460,33460,"United States - Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",251760,169517,331430,161913,83984,83552,432,43342,22283,45810,23527,21202,13107,8095
0100000US,,United States,310M300US33540,33540,"United States - Missoula, MT Metro Area","Missoula, MT Metro Area",8142,2874,8966,6092,5293,546,4747,1545,364,1252,888,1174,94,1080
0100000US,,United States,310M300US33660,33660,"United States - Mobile, AL Metro Area","Mobile, AL Metro Area",812,9536,40422,30886,-8517,3720,-12237,-897,994,5475,4481,-1885,493,-2378
0100000US,,United States,310M300US33700,33700,"United States - Modesto, CA Metro Area","Modesto, CA Metro Area",33448,26900,55556,28656,6804,7244,-440,6546,3753,7740,3987,2826,1162,1664
0100000US,,United States,310M300US33740,33740,"United States - Monroe, LA Metro Area","Monroe, LA Metro Area",1940,5670,18485,12815,-3632,843,-4475,-1101,612,2488,1876,-1710,127,-1837
0100000US,,United States,310M300US33780,33780,"United States - Monroe, MI Metro Area","Monroe, MI Metro Area",-2372,970,11068,10098,-3353,443,-3796,426,87,1493,1406,348,78,270
0100000US,,United States,310M300US33860,33860,"United States - Montgomery, AL Metro Area","Montgomery, AL Metro Area",-638,9652,35032,25380,-10317,3230,-13547,428,1093,4711,3618,-655,406,-1061
0100000US,,United States,310M300US34060,34060,"United States - Morgantown, WV Metro Area","Morgantown, WV Metro Area",9000,2924,10308,7384,5979,2523,3456,227,350,1395,1045,-122,419,-541
0100000US,,United States,310M300US34100,34100,"United States - Morristown, TN Metro Area","Morristown, TN Metro Area",3888,-130,9399,9529,4081,944,3137,1207,-101,1260,1361,1310,171,1139
0100000US,,United States,310M300US34580,34580,"United States - Mount Vernon-Anacortes, WA Metro Area","Mount Vernon-Anacortes, WA Metro Area",8723,2289,10556,8267,6478,1000,5478,2229,262,1475,1213,1960,196,1764
0100000US,,United States,310M300US34620,34620,"United States - Muncie, IN Metro Area","Muncie, IN Metro Area",-2485,221,8897,8676,-2674,1202,-3876,-299,-13,1168,1181,-286,194,-480
0100000US,,United States,310M300US34740,34740,"United States - Muskegon, MI Metro Area","Muskegon, MI Metro Area",1505,3080,15282,12202,-1614,387,-2001,591,351,2079,1728,247,59,188
0100000US,,United States,310M300US34820,34820,"United States - Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",87443,-1211,30012,31223,87194,2218,84976,16372,-712,4213,4925,16953,367,16586
0100000US,,United States,310M300US34900,34900,"United States - Napa, CA Metro Area","Napa, CA Metro Area",4443,1867,10687,8820,2683,2270,413,-676,132,1446,1314,-808,321,-1129
0100000US,,United States,310M300US34940,34940,"United States - Naples-Immokalee-Marco Island, FL Metro Area","Naples-Immokalee-Marco Island, FL Metro Area",51360,975,23497,22522,50154,16518,33636,6785,-279,3304,3583,7060,2665,4395
0100000US,,United States,310M300US34980,34980,"United States - Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",232162,71409,170824,99415,159311,33169,126142,34190,9967,24690,14723,24218,5510,18708
0100000US,,United States,310M300US35100,35100,"United States - New Bern, NC Metro Area","New Bern, NC Metro Area",-1948,3066,12508,9442,-5057,2786,-7843,-417,264,1590,1326,-677,172,-849
0100000US,,United States,310M300US35300,35300,"United States - New Haven-Milford, CT Metro Area","New Haven-Milford, CT Metro Area",-2027,9241,64732,55491,-11253,28377,-39630,462,1015,8650,7635,-564,4323,-4887
0100000US,,United States,310M300US35380,35380,"United States - New Orleans-Metairie, LA Metro Area","New Orleans-Metairie, LA Metro Area",85903,36897,115671,78774,47744,23037,24707,4567,4611,16299,11688,-9,3521,-3530
0100000US,,United States,310M300US35620,35620,"United States - New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York-Newark-Jersey City, NY-NJ-PA Metro Area",754396,776422,1811927,1035505,-21503,1067992,-1089495,45697,93496,245608,152112,-48021,160842,-208863
0100000US,,United States,310M300US35660,35660,"United States - Niles-Benton Harbor, MI Metro Area","Niles-Benton Harbor, MI Metro Area",-2558,939,13168,12229,-3467,2648,-6115,102,79,1718,1639,27,434,-407
0100000US,,United States,310M300US35840,35840,"United States - North Port-Sarasota-Bradenton, FL Metro Area","North Port-Sarasota-Bradenton, FL Metro Area",102377,-19361,45888,65249,120534,14254,106280,16248,-3501,6463,9964,19678,2299,17379
0100000US,,United States,310M300US35980,35980,"United States - Norwich-New London, CT Metro Area","Norwich-New London, CT Metro Area",-5026,2266,19518,17252,-7365,6539,-13904,-274,43,2564,2521,-314,720,-1034
0100000US,,United States,310M300US36100,36100,"United States - Ocala, FL Metro Area","Ocala, FL Metro Area",23052,-9190,24716,33906,32200,4321,27879,6214,-1412,3533,4945,7606,717,6889
0100000US,,United States,310M300US36140,36140,"United States - Ocean City, NJ Metro Area","Ocean City, NJ Metro Area",-3712,-2857,6568,9425,-781,1268,-2049,-367,-410,872,1282,50,145,-95
0100000US,,United States,310M300US36220,36220,"United States - Odessa, TX Metro Area","Odessa, TX Metro Area",19951,11792,20300,8508,7828,1529,6299,-493,1577,2797,1220,-2078,338,-2416
0100000US,,United States,310M300US36260,36260,"United States - Ogden-Clearfield, UT Metro Area","Ogden-Clearfield, UT Metro Area",68199,52209,78446,26237,16239,3795,12444,12363,7342,10946,3604,5028,466,4562
0100000US,,United States,310M300US36420,36420,"United States - Oklahoma City, OK Metro Area","Oklahoma City, OK Metro Area",130746,55478,137709,82231,74818,22616,52202,11274,7464,19079,11615,3847,3599,248
0100000US,,United States,310M300US36500,36500,"United States - Olympia-Tumwater, WA Metro Area","Olympia-Tumwater, WA Metro Area",28328,7579,22550,14971,20793,4609,16184,6665,915,3171,2256,5731,588,5143
0100000US,,United States,310M300US36540,36540,"United States - Omaha-Council Bluffs, NE-IA Metro Area","Omaha-Council Bluffs, NE-IA Metro Area",67960,48795,96558,47763,19648,14383,5265,9313,6754,13421,6667,2596,2213,383
0100000US,,United States,310M300US36740,36740,"United States - Orlando-Kissimmee-Sanford, FL Metro Area","Orlando-Kissimmee-Sanford, FL Metro Area",375432,83072,200843,117771,291358,135860,155498,56498,10905,29173,18268,45528,22207,23321
0100000US,,United States,310M300US36780,36780,"United States - Oshkosh-Neenah, WI Metro Area","Oshkosh-Neenah, WI Metro Area",3420,3249,13715,10466,288,772,-484,859,432,1911,1479,430,124,306
0100000US,,United States,310M300US36980,36980,"United States - Owensboro, KY Metro Area","Owensboro, KY Metro Area",3622,2636,11374,8738,1077,658,419,453,359,1582,1223,100,117,-17
0100000US,,United States,310M300US37100,37100,"United States - Oxnard-Thousand Oaks-Ventura, CA Metro Area","Oxnard-Thousand Oaks-Ventura, CA Metro Area",30832,35961,75470,39509,-4681,12142,-16823,3127,3886,9898,6012,-739,2008,-2747
0100000US,,United States,310M300US37340,37340,"United States - Palm Bay-Melbourne-Titusville, FL Metro Area","Palm Bay-Melbourne-Titusville, FL Metro Area",45784,-10917,37369,48286,56706,9295,47411,11263,-1899,5309,7208,13126,1437,11689
